,state,drug_name,year,grams
1529,COLORADO,BUPRENORPHINE,2012,16692.95
1530,COLORADO,BUPRENORPHINE,2013,20103.11
1531,COLORADO,BUPRENORPHINE,2014,22424.71
1532,COLORADO,BUPRENORPHINE,2015,25246.55
1533,COLORADO,BUTALBITAL,2006,42124.5
1534,COLORADO,BUTALBITAL,2007,39460
1535,COLORADO,BUTALBITAL,2008,51345
1536,COLORADO,BUTALBITAL,2009,29030
1537,COLORADO,BUTALBITAL,2010,33140
1538,COLORADO,BUTALBITAL,2011,36940
1539,COLORADO,BUTALBITAL,2012,29470
1540,COLORADO,BUTALBITAL,2013,29488.5
1541,COLORADO,BUTALBITAL,2014,21140
1542,COLORADO,BUTALBITAL,2015,18580
1543,COLORADO,CARFENTANIL,2012,0.27
1544,COLORADO,CARFENTANIL,2014,0.03
1545,COLORADO,COCAINE,2006,863.78
1546,COLORADO,COCAINE,2007,838.8
1547,COLORADO,COCAINE,2008,1435.54
1548,COLORADO,COCAINE,2009,716.71
1549,COLORADO,COCAINE,2010,631.25
1550,COLORADO,COCAINE,2011,551.25
1551,COLORADO,COCAINE,2012,519.15
1552,COLORADO,COCAINE,2013,497.9
1553,COLORADO,COCAINE,2014,449.72
1554,COLORADO,COCAINE,2015,401.33
1555,COLORADO,CODEINE,2006,183164.52
1556,COLORADO,CODEINE,2007,185194.51
1557,COLORADO,CODEINE,2008,317525.68
1558,COLORADO,CODEINE,2009,171011.94
1559,COLORADO,CODEINE,2010,161291.45
1560,COLORADO,CODEINE,2011,167568.61
1561,COLORADO,CODEINE,2012,151785.5
1562,COLORADO,CODEINE,2013,138820.42
1563,COLORADO,CODEINE,2014,127273.82
1564,COLORADO,CODEINE,2015,130551.64
1565,COLORADO,D-METHAMPHETAMINE,2006,208.5
1566,COLORADO,D-METHAMPHETAMINE,2007,200.45
1567,COLORADO,D-METHAMPHETAMINE,2008,477.22
1568,COLORADO,D-METHAMPHETAMINE,2009,205.44
1569,COLORADO,D-METHAMPHETAMINE,2010,161.89
1570,COLORADO,D-METHAMPHETAMINE,2011,81.14
1571,COLORADO,D-METHAMPHETAMINE,2012,52.62
1572,COLORADO,D-METHAMPHETAMINE,2013,43.46
1573,COLORADO,D-METHAMPHETAMINE,2014,14.46
1574,COLORADO,D-METHAMPHETAMINE,2015,21.29
1575,COLORADO,DIHYDROCODEINE,2006,1011.96
1576,COLORADO,DIHYDROCODEINE,2007,723.64
1577,COLORADO,DIHYDROCODEINE,2008,1112.6
1578,COLORADO,DIHYDROCODEINE,2009,551.24
1579,COLORADO,DIHYDROCODEINE,2010,698.04
1580,COLORADO,DIHYDROCODEINE,2011,886.97
1581,COLORADO,DIHYDROCODEINE,2012,506.71
1582,COLORADO,DIHYDROCODEINE,2013,144.35
1583,COLORADO,DIHYDROCODEINE,2014,5.34
1584,COLORADO,DL-METHAMPHETAMINE RACEMIC BASE,2010,53.04
1585,COLORADO,DL-METHAMPHETAMINE RACEMIC BASE,2011,138.24
1586,COLORADO,DL-METHAMPHETAMINE RACEMIC BASE,2012,225.04
1587,COLORADO,DL-METHAMPHETAMINE RACEMIC BASE,2013,202.53
1588,COLORADO,DL-METHAMPHETAMINE RACEMIC BASE,2014,245.54
1589,COLORADO,DL-METHAMPHETAMINE RACEMIC BASE,2015,220.62
1590,COLORADO,ECGONINE,2008,0
1591,COLORADO,FENTANYL BASE,2006,6312.47
1592,COLORADO,FENTANYL BASE,2007,6830.58
1593,COLORADO,FENTANYL BASE,2008,12770.28
1594,COLORADO,FENTANYL BASE,2009,7317.54
1595,COLORADO,FENTANYL BASE,2010,7950.68
1596,COLORADO,FENTANYL BASE,2011,7865.96
1597,COLORADO,FENTANYL BASE,2012,8066.68
1598,COLORADO,FENTANYL BASE,2013,7395.86
1599,COLORADO,FENTANYL BASE,2014,7251.93
1600,COLORADO,FENTANYL BASE,2015,7016.04
1601,COLORADO,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED-CSA,2015,1337.47
1602,COLORADO,HYDROCODON,2011,415388.72
1603,COLORADO,HYDROCODONE,2006,294556.83
1604,COLORADO,HYDROCODONE,2007,330363.36
1605,COLORADO,HYDROCODONE,2008,645551.41
1606,COLORADO,HYDROCODONE,2009,372084.1
1607,COLORADO,HYDROCODONE,2010,380235.53
1608,COLORADO,HYDROCODONE,2012,402525.52
1609,COLORADO,HYDROCODONE,2013,382040.24
1610,COLORADO,HYDROCODONE,2014,358213.28
1611,COLORADO,HYDROCODONE,2015,318534.44
1612,COLORADO,HYDROMORPHONE,2006,19341.77
1613,COLORADO,HYDROMORPHONE,2007,22898.95
1614,COLORADO,HYDROMORPHONE,2008,45570.7
1615,COLORADO,HYDROMORPHONE,2009,30956.92
1616,COLORADO,HYDROMORPHONE,2010,32061.54
1617,COLORADO,HYDROMORPHONE,2011,35370.36
1618,COLORADO,HYDROMORPHONE,2012,39091.8
1619,COLORADO,HYDROMORPHONE,2013,35126.49
1620,COLORADO,HYDROMORPHONE,2014,33519.91
1621,COLORADO,HYDROMORPHONE,2015,33465.21
1622,COLORADO,LEVORPHANOL,2006,38.48
1623,COLORADO,LEVORPHANOL,2007,45.08
1624,COLORADO,LEVORPHANOL,2008,82.6
1625,COLORADO,LEVORPHANOL,2009,34.36
1626,COLORADO,LEVORPHANOL,2010,1.27
1627,COLORADO,LEVORPHANOL,2011,2.32
1628,COLORADO,LEVORPHANOL,2012,9.87
1629,COLORADO,LEVORPHANOL,2013,17.05
1630,COLORADO,LEVORPHANOL,2014,18.1
1631,COLORADO,LEVORPHANOL,2015,14.97
1632,COLORADO,LISDEXAMFETAMINE,2007,7906.67
1633,COLORADO,LISDEXAMFETAMINE,2008,46561.33
1634,COLORADO,LISDEXAMFETAMINE,2009,43073.89
1635,COLORADO,LISDEXAMFETAMINE,2010,53095.59
1636,COLORADO,LISDEXAMFETAMINE,2011,62207.6
1637,COLORADO,LISDEXAMFETAMINE,2012,76110.01
1638,COLORADO,LISDEXAMFETAMINE,2013,83371.76
1639,COLORADO,LISDEXAMFETAMINE,2014,89713.8
1640,COLORADO,LISDEXAMFETAMINE,2015,101490.08
1641,COLORADO,MEPERIDINE (PETHIDINE),2006,41270.65
1642,COLORADO,MEPERIDINE (PETHIDINE),2007,41375.97
1643,COLORADO,MEPERIDINE (PETHIDINE),2008,69414.65
1644,COLORADO,MEPERIDINE (PETHIDINE),2009,32526.23
1645,COLORADO,MEPERIDINE (PETHIDINE),2010,28108.7
1646,COLORADO,MEPERIDINE (PETHIDINE),2011,23031.03
1647,COLORADO,MEPERIDINE (PETHIDINE),2012,20302.73
1648,COLORADO,MEPERIDINE (PETHIDINE),2013,15750.42
1649,COLORADO,MEPERIDINE (PETHIDINE),2014,13254.93
1650,COLORADO,MEPERIDINE (PETHIDINE),2015,12169.44
1651,COLORADO,METHADONE,2006,139726.72
1652,COLORADO,METHADONE,2007,142799.93
1653,COLORADO,METHADONE,2008,250158.4
1654,COLORADO,METHADONE,2009,148600.19
1655,COLORADO,METHADONE,2010,149036.83
1656,COLORADO,METHADONE,2011,150960.38
1657,COLORADO,METHADONE,2012,153495.73
1658,COLORADO,METHADONE,2013,148835.14
1659,COLORADO,METHADONE,2014,150292.36
1660,COLORADO,METHADONE,2015,157347.15
1661,COLORADO,"METHYLONE (3,4-METHYLENEDIOXY-N-METHYLCATH",2012,0
1662,COLORADO,METHYLPHENIDATE,2006,191545.68
1663,COLORADO,METHYLPHENIDATE,2007,206450.25
1664,COLORADO,METHYLPHENIDATE,2008,365552.5
1665,COLORADO,METHYLPHENIDATE,2009,218767.93
1666,COLORADO,METHYLPHENIDATE,2010,221857.5
1667,COLORADO,METHYLPHENIDATE,2011,240647.95
1668,COLORADO,METHYLPHENIDATE (DL;D;L;ISOMERS),2012,255217.15
1669,COLORADO,METHYLPHENIDATE (DL;D;L;ISOMERS),2013,245949.45
1670,COLORADO,METHYLPHENIDATE (DL;D;L;ISOMERS),2014,253183.31
1671,COLORADO,METHYLPHENIDATE (DL;D;L;ISOMERS),2015,252733.31
1672,COLORADO,MORPHINE,2006,293852.63
1673,COLORADO,MORPHINE,2007,320243.02
1674,COLORADO,MORPHINE,2008,620035.36
1675,COLORADO,MORPHINE,2009,411445.76
1676,COLORADO,MORPHINE,2010,427256.27
1677,COLORADO,MORPHINE,2011,448901.78
1678,COLORADO,MORPHINE,2012,462731.12
1679,COLORADO,MORPHINE,2013,434296.45
1680,COLORADO,MORPHINE,2014,419289.74
1681,COLORADO,MORPHINE,2015,397432.18
1682,COLORADO,NABILONE,2006,0.3
1683,COLORADO,NABILONE,2007,0.66
1684,COLORADO,NABILONE,2008,4.44
1685,COLORADO,NABILONE,2009,0.9
1686,COLORADO,NABILONE,2010,1.54
1687,COLORADO,NABILONE,2011,2.6
1688,COLORADO,NABILONE,2012,1.9
1689,COLORADO,NABILONE,2013,1.15
1690,COLORADO,NABILONE,2014,4.65
1691,COLORADO,NABILONE,2015,3.25
1692,COLORADO,NALOXONE,2006,318.48
1693,COLORADO,NALOXONE,2007,784.74
1694,COLORADO,NOROXYMORPHONE,2011,9.26
1695,COLORADO,NOROXYMORPHONE,2014,2.03
1696,COLORADO,NOROXYMORPHONE,2015,3.42
1697,COLORADO,OPIUM COMBINATION PRODUCT (C-III),2013,18.35
1698,COLORADO,OPIUM POWDERED,2006,761.76
1699,COLORADO,OPIUM POWDERED,2007,484.92
1700,COLORADO,OPIUM POWDERED,2008,1046.88
1701,COLORADO,OPIUM POWDERED,2009,642.96
1702,COLORADO,OPIUM POWDERED,2010,846
1703,COLORADO,OPIUM POWDERED,2011,833.76
1704,COLORADO,OPIUM POWDERED,2012,892.44
1705,COLORADO,OPIUM POWDERED,2013,891
1706,COLORADO,OPIUM POWDERED,2014,882
1707,COLORADO,OPIUM POWDERED,2015,1012.32
1708,COLORADO,OPIUM TINCTURE,2011,23.63
1709,COLORADO,OPIUM TINCTURE,2012,26.26
1710,COLORADO,OXYCODONE,2006,588448.1
1711,COLORADO,OXYCODONE,2007,744400.09
1712,COLORADO,OXYCODONE,2008,1422245.88
1713,COLORADO,OXYCODONE,2009,879497.09
1714,COLORADO,OXYCODONE,2010,998275.78
1715,COLORADO,OXYCODONE,2011,1149421.76
1716,COLORADO,OXYCODONE,2012,1244719.8
1717,COLORADO,OXYCODONE,2013,1110273.16
1718,COLORADO,OXYCODONE,2014,1087280.72
1719,COLORADO,OXYCODONE,2015,1075396.29
1720,COLORADO,OXYMORPHONE,2006,1354.11
1721,COLORADO,OXYMORPHONE,2007,9127.1
1722,COLORADO,OXYMORPHONE,2008,30144.87
1723,COLORADO,OXYMORPHONE,2009,25240.84
1724,COLORADO,OXYMORPHONE,2010,27089.44
1725,COLORADO,OXYMORPHONE,2011,29546.45
1726,COLORADO,OXYMORPHONE,2012,25898.24
1727,COLORADO,OXYMORPHONE,2013,27139.09
1728,COLORADO,OXYMORPHONE,2014,23099.58
1729,COLORADO,OXYMORPHONE,2015,22652.43
1730,COLORADO,PENTOBARBITAL (SCHEDULE 2),2006,175428.77
1731,COLORADO,PENTOBARBITAL (SCHEDULE 2),2007,162276.44
1732,COLORADO,PENTOBARBITAL (SCHEDULE 2),2008,273955.68
1733,COLORADO,PENTOBARBITAL (SCHEDULE 2),2009,142414.53
1734,COLORADO,PENTOBARBITAL (SCHEDULE 2),2010,175760.73
1735,COLORADO,PENTOBARBITAL (SCHEDULE 2),2011,171261.17
1736,COLORADO,PENTOBARBITAL (SCHEDULE 2),2012,146569.41
1737,COLORADO,PENTOBARBITAL (SCHEDULE 2),2013,162662.92
1738,COLORADO,PENTOBARBITAL (SCHEDULE 2),2014,159583.04
1739,COLORADO,PENTOBARBITAL (SCHEDULE 2),2015,156547.25
1740,COLORADO,PHENCYCLIDINE (PCP),2011,0
1741,COLORADO,PHENCYCLIDINE (PCP),2013,0.22
1742,COLORADO,REMIFENTANIL,2006,9.96
1743,COLORADO,REMIFENTANIL,2007,9.57
1744,COLORADO,REMIFENTANIL,2008,26.63
1745,COLORADO,REMIFENTANIL,2009,16.95
1746,COLORADO,REMIFENTANIL,2010,15.38
1747,COLORADO,REMIFENTANIL,2011,17.46
1748,COLORADO,REMIFENTANIL,2012,19.28
1749,COLORADO,REMIFENTANIL,2013,21.75
1750,COLORADO,REMIFENTANIL,2014,21.37
1751,COLORADO,REMIFENTANIL,2015,23.54
1752,COLORADO,SECOBARBITAL (SCHEDULE 2),2006,439.22
1753,COLORADO,SECOBARBITAL (SCHEDULE 2),2007,549.01
1754,COLORADO,SECOBARBITAL (SCHEDULE 2),2008,942.98
1755,COLORADO,SECOBARBITAL (SCHEDULE 2),2009,338.75
1756,COLORADO,SECOBARBITAL (SCHEDULE 2),2010,119.02
1757,COLORADO,SECOBARBITAL (SCHEDULE 2),2011,128.18
1758,COLORADO,SECOBARBITAL (SCHEDULE 2),2012,192.26
1759,COLORADO,SECOBARBITAL (SCHEDULE 2),2013,192.26
1760,COLORADO,SECOBARBITAL (SCHEDULE 2),2014,164.79
1761,COLORADO,SECOBARBITAL (SCHEDULE 2),2015,91.56
1762,COLORADO,SUFENTANIL BASE,2006,0.42
1763,COLORADO,SUFENTANIL BASE,2007,0.45
1764,COLORADO,SUFENTANIL BASE,2008,3.39
1765,COLORADO,SUFENTANIL BASE,2009,1.75
1766,COLORADO,SUFENTANIL BASE,2010,1.88
1767,COLORADO,SUFENTANIL BASE,2011,1.52
1768,COLORADO,SUFENTANIL BASE,2012,1.62
1769,COLORADO,SUFENTANIL BASE,2013,1.21
1770,COLORADO,SUFENTANIL BASE,2014,1.09
1771,COLORADO,SUFENTANIL BASE,2015,1.03
1772,COLORADO,TAPENTADOL,2009,17500.45
1773,COLORADO,TAPENTADOL,2010,44871.55
1774,COLORADO,TAPENTADOL,2011,71099.1
1775,COLORADO,TAPENTADOL,2012,95808
1776,COLORADO,TAPENTADOL,2013,93032
1777,COLORADO,TAPENTADOL,2014,97188.5
1778,COLORADO,TAPENTADOL,2015,105757.5
1779,COLORADO,TESTOSTERONE,2013,68.4
1780,CONNECTICUT,ALFENTANIL,2006,4.54
1781,CONNECTICUT,ALFENTANIL,2007,5.4
1782,CONNECTICUT,ALFENTANIL,2008,10.41
1783,CONNECTICUT,ALFENTANIL,2009,4.93
1784,CONNECTICUT,ALFENTANIL,2010,3.38
1785,CONNECTICUT,ALFENTANIL,2011,4.26
1786,CONNECTICUT,ALFENTANIL,2012,4.38
1787,CONNECTICUT,ALFENTANIL,2013,4.6
1788,CONNECTICUT,ALFENTANIL,2014,4.6
1789,CONNECTICUT,ALFENTANIL,2015,5.74
1790,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2006,9.1
1791,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2007,27.32
1792,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2008,9.11
1793,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2009,10.48
1794,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2010,14.59
1795,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2011,4.1
1796,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2012,13.68
1797,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2013,10.02
1798,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2014,6.38
1799,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),2015,8.2
1800,CONNECTICUT,AMPHETAMINE,2006,83615.72
1801,CONNECTICUT,AMPHETAMINE,2007,92781.56
1802,CONNECTICUT,AMPHETAMINE,2008,164908.98
1803,CONNECTICUT,AMPHETAMINE,2009,105962.39
1804,CONNECTICUT,AMPHETAMINE,2010,115357.05
1805,CONNECTICUT,AMPHETAMINE,2011,124000.37
1806,CONNECTICUT,AMPHETAMINE,2012,144782.85
1807,CONNECTICUT,AMPHETAMINE,2013,153178.39
1808,CONNECTICUT,AMPHETAMINE,2014,170550.91
1809,CONNECTICUT,AMPHETAMINE,2015,186444.11
1810,CONNECTICUT,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21CFR 1,2013,895
1811,CONNECTICUT,BUPRENORPHINE,2006,8231.23
1812,CONNECTICUT,BUPRENORPHINE,2007,13698.9
1813,CONNECTICUT,BUPRENORPHINE,2008,37602.73
1814,CONNECTICUT,BUPRENORPHINE,2009,29406.18
1815,CONNECTICUT,BUPRENORPHINE,2010,35113.07
1816,CONNECTICUT,BUPRENORPHINE,2011,39503.01
1817,CONNECTICUT,BUPRENORPHINE,2012,44460.87
1818,CONNECTICUT,BUPRENORPHINE,2013,46567.8
1819,CONNECTICUT,BUPRENORPHINE,2014,48759.79
1820,CONNECTICUT,BUPRENORPHINE,2015,50526.02
1821,CONNECTICUT,BUTALBITAL,2006,48085
1822,CONNECTICUT,BUTALBITAL,2007,45940
1823,CONNECTICUT,BUTALBITAL,2008,66870
1824,CONNECTICUT,BUTALBITAL,2009,37875
1825,CONNECTICUT,BUTALBITAL,2010,39055
1826,CONNECTICUT,BUTALBITAL,2011,42615
1827,CONNECTICUT,BUTALBITAL,2012,40575
1828,CONNECTICUT,BUTALBITAL,2013,38990
1829,CONNECTICUT,BUTALBITAL,2014,33525
1830,CONNECTICUT,BUTALBITAL,2015,29855
1831,CONNECTICUT,COCAINE,2006,541.96
1832,CONNECTICUT,COCAINE,2007,523.5
1833,CONNECTICUT,COCAINE,2008,842.59
1834,CONNECTICUT,COCAINE,2009,489.46
1835,CONNECTICUT,COCAINE,2010,472.22
1836,CONNECTICUT,COCAINE,2011,374.62
1837,CONNECTICUT,COCAINE,2012,374.51
1838,CONNECTICUT,COCAINE,2013,360.83
1839,CONNECTICUT,COCAINE,2014,245.52
1840,CONNECTICUT,COCAINE,2015,226.34
1841,CONNECTICUT,CODEINE,2006,174001.93
1842,CONNECTICUT,CODEINE,2007,184156.08
1843,CONNECTICUT,CODEINE,2008,323283.35
1844,CONNECTICUT,CODEINE,2009,161644.96
1845,CONNECTICUT,CODEINE,2010,152192.63
1846,CONNECTICUT,CODEINE,2011,157066.31
1847,CONNECTICUT,CODEINE,2012,142249.78
1848,CONNECTICUT,CODEINE,2013,132791.79
1849,CONNECTICUT,CODEINE,2014,126852.77
1850,CONNECTICUT,CODEINE,2015,126426.23
1851,CONNECTICUT,CONCENTRATE OF POPPY STRAW,2010,0.12
1852,CONNECTICUT,D-METHAMPHETAMINE,2006,152.05
1853,CONNECTICUT,D-METHAMPHETAMINE,2007,130.49
1854,CONNECTICUT,D-METHAMPHETAMINE,2008,177.98
1855,CONNECTICUT,D-METHAMPHETAMINE,2009,134.96
1856,CONNECTICUT,D-METHAMPHETAMINE,2010,124.94
1857,CONNECTICUT,D-METHAMPHETAMINE,2011,105.25
1858,CONNECTICUT,D-METHAMPHETAMINE,2012,64.27
1859,CONNECTICUT,D-METHAMPHETAMINE,2013,46.2
1860,CONNECTICUT,D-METHAMPHETAMINE,2014,7.23
1861,CONNECTICUT,D-METHAMPHETAMINE,2015,14.86
1862,CONNECTICUT,DIHYDROCODEINE,2006,95.55
1863,CONNECTICUT,DIHYDROCODEINE,2007,136.38
1864,CONNECTICUT,DIHYDROCODEINE,2008,430.86
1865,CONNECTICUT,DIHYDROCODEINE,2009,128.46
1866,CONNECTICUT,DIHYDROCODEINE,2010,9
1867,CONNECTICUT,DIHYDROCODEINE,2011,13.24
1868,CONNECTICUT,DIHYDROCODEINE,2012,10.25
1869,CONNECTICUT,DIHYDROCODEINE,2013,4.28
1870,CONNECTICUT,DL-METHAMPHETAMINE RACEMIC BASE,2010,14.88
1871,CONNECTICUT,DL-METHAMPHETAMINE RACEMIC BASE,2011,39.37
1872,CONNECTICUT,DL-METHAMPHETAMINE RACEMIC BASE,2012,79.16
1873,CONNECTICUT,DL-METHAMPHETAMINE RACEMIC BASE,2013,98.04
1874,CONNECTICUT,DL-METHAMPHETAMINE RACEMIC BASE,2014,129.4
1875,CONNECTICUT,DL-METHAMPHETAMINE RACEMIC BASE,2015,104.88
1876,CONNECTICUT,FENTANYL BASE,2006,6855.93
1877,CONNECTICUT,FENTANYL BASE,2007,7076.75
1878,CONNECTICUT,FENTANYL BASE,2008,12474.61
1879,CONNECTICUT,FENTANYL BASE,2009,6774.06
1880,CONNECTICUT,FENTANYL BASE,2010,7972.52
1881,CONNECTICUT,FENTANYL BASE,2011,6631.76
1882,CONNECTICUT,FENTANYL BASE,2012,6438.25
1883,CONNECTICUT,FENTANYL BASE,2013,6053.17
1884,CONNECTICUT,FENTANYL BASE,2014,6026.51
1885,CONNECTICUT,FENTANYL BASE,2015,5688.68
1886,CONNECTICUT,GAMMA HYDROXYBUTYRIC ACID,2008,2080.52
1887,CONNECTICUT,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED-CSA,2015,668.74
1888,CONNECTICUT,HYDROCODON,2011,176638.84
1889,CONNECTICUT,HYDROCODONE,2006,136138.97
1890,CONNECTICUT,HYDROCODONE,2007,156453.98
1891,CONNECTICUT,HYDROCODONE,2008,294028.84
1892,CONNECTICUT,HYDROCODONE,2009,166207.44
1893,CONNECTICUT,HYDROCODONE,2010,160403.61
1894,CONNECTICUT,HYDROCODONE,2012,168798.97
1895,CONNECTICUT,HYDROCODONE,2013,153805.97
1896,CONNECTICUT,HYDROCODONE,2014,138099.32
1897,CONNECTICUT,HYDROCODONE,2015,114008.2
1898,CONNECTICUT,HYDROMORPHONE,2006,16879.47
1899,CONNECTICUT,HYDROMORPHONE,2007,21357.46
1900,CONNECTICUT,HYDROMORPHONE,2008,42975.92
1901,CONNECTICUT,HYDROMORPHONE,2009,24698.07
1902,CONNECTICUT,HYDROMORPHONE,2010,26155.76
1903,CONNECTICUT,HYDROMORPHONE,2011,28826.45
1904,CONNECTICUT,HYDROMORPHONE,2012,33434.34
1905,CONNECTICUT,HYDROMORPHONE,2013,34293.35
1906,CONNECTICUT,HYDROMORPHONE,2014,33471.52
1907,CONNECTICUT,HYDROMORPHONE,2015,32213.41
1908,CONNECTICUT,LEVORPHANOL,2006,13.12
1909,CONNECTICUT,LEVORPHANOL,2007,9.89
1910,CONNECTICUT,LEVORPHANOL,2008,27.17
1911,CONNECTICUT,LEVORPHANOL,2009,24.38
1912,CONNECTICUT,LEVORPHANOL,2010,9.86
1913,CONNECTICUT,LEVORPHANOL,2011,2.44
1914,CONNECTICUT,LEVORPHANOL,2012,22.4
1915,CONNECTICUT,LEVORPHANOL,2013,19.27
1916,CONNECTICUT,LEVORPHANOL,2014,14.97
1917,CONNECTICUT,LEVORPHANOL,2015,6.39
1918,CONNECTICUT,LISDEXAMFETAMINE,2007,8913.23
1919,CONNECTICUT,LISDEXAMFETAMINE,2008,60128.76
1920,CONNECTICUT,LISDEXAMFETAMINE,2009,52501.3
1921,CONNECTICUT,LISDEXAMFETAMINE,2010,69138.06
1922,CONNECTICUT,LISDEXAMFETAMINE,2011,84070.03
1923,CONNECTICUT,LISDEXAMFETAMINE,2012,99395.35
1924,CONNECTICUT,LISDEXAMFETAMINE,2013,107649.55
1925,CONNECTICUT,LISDEXAMFETAMINE,2014,115499.17
1926,CONNECTICUT,LISDEXAMFETAMINE,2015,126363.41
1927,CONNECTICUT,MEPERIDINE (PETHIDINE),2006,29661.39
1928,CONNECTICUT,MEPERIDINE (PETHIDINE),2007,25589.14
1929,CONNECTICUT,MEPERIDINE (PETHIDINE),2008,39140.37
1930,CONNECTICUT,MEPERIDINE (PETHIDINE),2009,19260.15
1931,CONNECTICUT,MEPERIDINE (PETHIDINE),2010,15849.1
1932,CONNECTICUT,MEPERIDINE (PETHIDINE),2011,14098.15
1933,CONNECTICUT,MEPERIDINE (PETHIDINE),2012,11874.94
1934,CONNECTICUT,MEPERIDINE (PETHIDINE),2013,8793.13
1935,CONNECTICUT,MEPERIDINE (PETHIDINE),2014,7816.59
1936,CONNECTICUT,MEPERIDINE (PETHIDINE),2015,7103.7
1937,CONNECTICUT,MEPHEDRONE; 4-METHOXYMETHCATHINONE;METHED,2012,0.02
1938,CONNECTICUT,METHADONE,2006,324802.52
1939,CONNECTICUT,METHADONE,2007,330901.35
1940,CONNECTICUT,METHADONE,2008,590310.05
1941,CONNECTICUT,METHADONE,2009,331811.04
1942,CONNECTICUT,METHADONE,2010,344271.58
1943,CONNECTICUT,METHADONE,2011,334668.98
1944,CONNECTICUT,METHADONE,2012,351295.67
1945,CONNECTICUT,METHADONE,2013,359230.41
1946,CONNECTICUT,METHADONE,2014,394317.34
1947,CONNECTICUT,METHADONE,2015,432541.72
1948,CONNECTICUT,"METHYLONE (3,4-METHYLENEDIOXY-N-METHYLCATH",2012,0
1949,CONNECTICUT,METHYLPHENIDATE,2006,205688.48
1950,CONNECTICUT,METHYLPHENIDATE,2007,220549.03
1951,CONNECTICUT,METHYLPHENIDATE,2008,369248.68
1952,CONNECTICUT,METHYLPHENIDATE,2009,211065.75
1953,CONNECTICUT,METHYLPHENIDATE,2010,215758.59
1954,CONNECTICUT,METHYLPHENIDATE,2011,225163.29
1955,CONNECTICUT,METHYLPHENIDATE (DL;D;L;ISOMERS),2012,235031.15
1956,CONNECTICUT,METHYLPHENIDATE (DL;D;L;ISOMERS),2013,227522.83
1957,CONNECTICUT,METHYLPHENIDATE (DL;D;L;ISOMERS),2014,234231.47
1958,CONNECTICUT,METHYLPHENIDATE (DL;D;L;ISOMERS),2015,232452.65
1959,CONNECTICUT,MORPHINE,2006,200847.33
1960,CONNECTICUT,MORPHINE,2007,208462.8
1961,CONNECTICUT,MORPHINE,2008,364940.17
1962,CONNECTICUT,MORPHINE,2009,212024.98
1963,CONNECTICUT,MORPHINE,2010,210345.58
1964,CONNECTICUT,MORPHINE,2011,211311.7
1965,CONNECTICUT,MORPHINE,2012,217808.16
1966,CONNECTICUT,MORPHINE,2013,205674.77
1967,CONNECTICUT,MORPHINE,2014,200175.07
1968,CONNECTICUT,MORPHINE,2015,186426.33
1969,CONNECTICUT,NABILONE,2007,0.26
1970,CONNECTICUT,NABILONE,2008,0.68
1971,CONNECTICUT,NABILONE,2009,0.06
1972,CONNECTICUT,NABILONE,2010,0.04
1973,CONNECTICUT,NABILONE,2014,0
1974,CONNECTICUT,NALOXONE,2006,1749.66
1975,CONNECTICUT,NALOXONE,2007,3215.58
1976,CONNECTICUT,NOROXYMORPHONE,2013,0
1977,CONNECTICUT,NOROXYMORPHONE,2014,0.73
1978,CONNECTICUT,NOROXYMORPHONE,2015,4.54
1979,CONNECTICUT,OPIUM COMBINATION PRODUCT (C-III),2013,13.43
1980,CONNECTICUT,OPIUM POWDERED,2006,485.28
1981,CONNECTICUT,OPIUM POWDERED,2007,307.44
1982,CONNECTICUT,OPIUM POWDERED,2008,560.88
1983,CONNECTICUT,OPIUM POWDERED,2009,333.36
1984,CONNECTICUT,OPIUM POWDERED,2010,404.64
1985,CONNECTICUT,OPIUM POWDERED,2011,414
1986,CONNECTICUT,OPIUM POWDERED,2012,365.76
1987,CONNECTICUT,OPIUM POWDERED,2013,383.4
1988,CONNECTICUT,OPIUM POWDERED,2014,448.92
1989,CONNECTICUT,OPIUM POWDERED,2015,433.8
1990,CONNECTICUT,OXYCODONE,2006,690872.32
1991,CONNECTICUT,OXYCODONE,2007,779096.6
1992,CONNECTICUT,OXYCODONE,2008,1401696.22
1993,CONNECTICUT,OXYCODONE,2009,859606.17
1994,CONNECTICUT,OXYCODONE,2010,928889.3
1995,CONNECTICUT,OXYCODONE,2011,951798.13
1996,CONNECTICUT,OXYCODONE,2012,1025343
1997,CONNECTICUT,OXYCODONE,2013,1009867.77
1998,CONNECTICUT,OXYCODONE,2014,971313.21
1999,CONNECTICUT,OXYCODONE,2015,901493.23
2000,CONNECTICUT,OXYMORPHONE,2006,1232.94
2001,CONNECTICUT,OXYMORPHONE,2007,7001.36
